,accession,oxytolerance,domain,phylum,class,order,family
193,RS_GCF_003633725.1,anaerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__DSM-22653,f__DSM-22653
194,RS_GCF_007743815.1,aerobe,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Planctomycetales,f__Planctomycetaceae
195,RS_GCF_002270055.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Thermotaleaceae
196,RS_GCF_001653755.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
197,RS_GCF_900142165.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae
198,RS_GCF_008087665.1,aerobe,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae
199,RS_GCF_001274945.1,anaerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_A,f__Planococcaceae
200,RS_GCF_000512895.1,anaerobe,d__Bacteria,p__Firmicutes_B,c__Desulfitobacteriia,o__Desulfitobacteriales,f__Syntrophobotulaceae
201,RS_GCF_003010495.1,anaerobe,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Megasphaeraceae
202,RS_GCF_000379665.1,anaerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinifilaceae
203,RS_GCF_001956985.1,aerobe,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Isosphaerales,f__Isosphaeraceae
204,RS_GCF_009664085.1,anaerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,f__Chromatiaceae
205,RS_GCF_900129945.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae
206,RS_GCF_000931935.2,anaerobe,d__Bacteria,p__Desulfobacterota,c__Desulfarculia,o__Desulfarculales,f__Desulfarculaceae
207,RS_GCF_000346615.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae
208,RS_GCF_000023785.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Hyphomonadaceae
209,RS_GCF_000429585.1,aerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae
210,RS_GCF_004342915.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae
211,RS_GCF_000600975.2,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
212,RS_GCF_000379785.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Pasteurellaceae
213,RS_GCF_000020985.1,anaerobe,d__Bacteria,p__Nitrospirota,c__Thermodesulfovibrionia,o__Thermodesulfovibrionales,f__Thermodesulfovibrionaceae
214,RS_GCF_900129995.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Caloranaerobacteraceae
215,RS_GCF_006539685.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae
216,RS_GCF_000025725.1,anaerobe,d__Bacteria,p__Deferribacterota,c__Deferribacteres,o__Deferribacterales,f__Denitrovibrionaceae
217,RS_GCF_000166395.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae
218,RS_GCF_900101825.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
219,RS_GCF_000368965.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae
220,RS_GCF_900130025.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Sporanaerobacteraceae
221,RS_GCF_014191305.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae
222,RS_GCF_000172635.2,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae
223,RS_GCF_000208405.1,anaerobe,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae
224,RS_GCF_000025985.1,anaerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae
225,RS_GCF_000266945.1,anaerobe,d__Bacteria,p__Desulfobacterota,c__Desulfomonilia,o__Desulfomonilales,f__Desulfomonilaceae
226,RS_GCF_000169155.1,anaerobe,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Sporomusales,f__Thermosinaceae
227,RS_GCF_900184895.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
228,RS_GCF_008369105.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
229,RS_GCF_900109365.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae
230,RS_GCF_900107355.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
231,RS_GCF_000504205.1,anaerobe,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanosarcinaceae
232,RS_GCF_902813185.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae
233,RS_GCF_000517565.1,anaerobe,d__Bacteria,p__Campylobacterota,c__Desulfurellia,o__Desulfurellales,f__Desulfurellaceae
234,RS_GCF_900637055.1,aerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Brevibacillales,f__Brevibacillaceae
235,RS_GCF_002797875.1,anaerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae
236,RS_GCF_001854245.1,anaerobe,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__Desulfococcaceae
237,RS_GCF_012295615.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Saccharospirillaceae
238,RS_GCF_004362855.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
239,GB_GCA_000214705.1,anaerobe,d__Bacteria,p__Firmicutes_B,c__Desulfotomaculia,o__Desulfotomaculales,f__Desulfovirgulaceae
240,RS_GCF_003664005.1,anaerobe,d__Bacteria,p__Aquificota,c__Aquificae,o__Aquificales,f__Aquificaceae
241,RS_GCF_000963905.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae
242,RS_GCF_000024985.1,aerobe,d__Bacteria,p__Chloroflexota,c__Chloroflexia,o__Thermomicrobiales,f__Thermomicrobiaceae
243,RS_GCF_000146285.1,anaerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae
244,RS_GCF_003426815.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Ilumatobacteraceae
245,RS_GCF_000315525.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
246,RS_GCF_001481685.1,anaerobe,d__Archaea,p__Thermoproteota,c__Thermoproteia,o__Sulfolobales,f__Ignicoccaceae
247,RS_GCF_001375595.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae
248,RS_GCF_004354915.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae
249,RS_GCF_000510645.1,anaerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Thermicanales,f__Thermicanaceae
250,RS_GCF_004364555.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae
251,RS_GCF_000738435.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
252,GB_GCA_014646655.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
253,RS_GCF_000281175.1,anaerobe,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Caldilineales,f__Caldilineaceae
254,RS_GCF_900103915.1,aerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_D,f__Alkalibacillaceae
255,RS_GCF_000154725.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
256,RS_GCF_000375465.1,aerobe,d__Bacteria,p__Bacteroidota,c__Rhodothermia,o__Balneolales,f__Balneolaceae
257,RS_GCF_000024105.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae
258,RS_GCF_000173415.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae
259,RS_GCF_004154955.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae
260,RS_GCF_000384135.1,anaerobe,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Acidaminococcales,f__Succinispiraceae
261,RS_GCF_000702165.1,anaerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelatoclostridiaceae
262,RS_GCF_900101815.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
263,RS_GCF_000015145.1,anaerobe,d__Archaea,p__Thermoproteota,c__Thermoproteia,o__Sulfolobales,f__Pyrodictiaceae
264,RS_GCF_900106935.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
265,RS_GCF_000218625.1,anaerobe,d__Bacteria,p__Deferribacterota,c__Deferribacteres,o__Deferribacterales,f__Flexistipitaceae
266,RS_GCF_900015215.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae
267,RS_GCF_000426305.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae
268,RS_GCF_003412455.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae
269,RS_GCF_009900765.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae
270,RS_GCF_003253565.1,aerobe,d__Bacteria,p__Chloroflexota,c__Ktedonobacteria,o__Ktedonobacterales,f__Ktedonobacteraceae
271,GB_GCA_006974205.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae
272,RS_GCF_002843425.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Thermonemataceae
273,RS_GCF_000423525.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Filifactoraceae
274,RS_GCF_900182565.1,aerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Thermoactinomycetales,f__Thermoactinomycetaceae
275,RS_GCF_900101835.1,anaerobe,d__Bacteria,p__Firmicutes_B,c__Peptococcia,o__Peptococcales,f__Peptococcaceae
276,RS_GCF_900182575.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae
277,RS_GCF_000017625.1,anaerobe,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanoregulaceae
278,RS_GCF_000013445.1,anaerobe,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanospirillaceae
279,RS_GCF_008124615.1,anaerobe,d__Bacteria,p__Desulfobacterota_F,c__Desulfuromonadia,o__Desulfuromonadales,f__Geothermobacteraceae
280,RS_GCF_000189755.2,anaerobe,d__Bacteria,p__Firmicutes_B,c__Desulfotomaculia,o__Desulfotomaculales,f__Desulfotomaculaceae
281,RS_GCF_000482485.1,aerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_D,f__Amphibacillaceae
282,RS_GCF_001975225.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae
283,RS_GCF_900113645.1,anaerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae
284,RS_GCF_900111795.1,anaerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Anoxybacillaceae
285,RS_GCF_006716205.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Dermatophilaceae
286,RS_GCF_003003005.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae
287,RS_GCF_000157995.1,anaerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae
288,RS_GCF_000419585.1,aerobe,d__Bacteria,p__Bacteroidota,c__Rhodothermia,o__Rhodothermales,f__Salinibacteraceae
289,RS_GCF_001306115.1,anaerobe,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae
290,RS_GCF_000601455.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Caloramatoraceae
291,RS_GCF_001953055.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae
292,RS_GCF_002214365.1,anaerobe,d__Archaea,p__Methanobacteriota,c__Thermococci,o__Thermococcales,f__Thermococcaceae
293,RS_GCF_000426225.1,anaerobe,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__Desulforegulaceae
294,RS_GCF_003967195.1,anaerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__AKS1,f__AKS1
295,RS_GCF_014202645.1,aerobe,d__Bacteria,p__Deinococcota,c__Deinococci,o__Deinococcales,f__Deinococcaceae
296,RS_GCF_014202695.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae
297,RS_GCF_901482605.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae
298,RS_GCF_000144405.1,anaerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae
299,RS_GCF_000242615.2,anaerobe,d__Bacteria,p__Acidobacteriota,c__Holophagae,o__Holophagales,f__Holophagaceae
300,RS_GCF_002904165.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae
301,RS_GCF_000024605.1,anaerobe,d__Bacteria,p__Firmicutes_B,c__Desulfotomaculia,o__Ammonifexales,f__Ammonificaceae
302,RS_GCF_000190635.1,anaerobe,d__Bacteria,p__Firmicutes_B,c__Desulfitobacteriia,o__Desulfitobacteriales,f__Syntrophobotulaceae
303,RS_GCF_003001905.1,aerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Thermoactinomycetales,f__Thermoactinomycetaceae
304,RS_GCF_000420305.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
305,RS_GCF_000946815.1,anaerobe,d__Bacteria,p__Firmicutes_B,c__Syntrophomonadia,o__Thermacetogeniales,f__Thermacetogeniaceae
306,RS_GCF_000016545.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Thermoanaerobacteria,o__Caldicellulosiruptorales,f__Caldicellulosiruptoraceae
307,RS_GCF_003990915.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae
308,RS_GCF_002167005.1,aerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_A,f__Planococcaceae
309,RS_GCF_008801845.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
310,RS_GCF_014202315.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptosporangiales,f__Streptosporangiaceae
311,RS_GCF_008933115.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Schleiferiaceae
312,RS_GCF_001558255.2,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Vibrionaceae
313,RS_GCF_900115865.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
314,RS_GCF_000153345.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Nitrincolaceae
315,RS_GCF_000233695.2,anaerobe,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__Desulfobacteraceae
316,GB_GCA_001316325.1,anaerobe,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae
317,GB_GCA_014652135.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae
318,RS_GCF_000482845.1,anaerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Succinivibrionaceae
319,RS_GCF_000020945.1,anaerobe,d__Bacteria,p__Coprothermobacterota,c__Coprothermobacteria,o__Coprothermobacterales,f__Coprothermobacteraceae
320,RS_GCF_003885045.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae
321,RS_GCF_000527155.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Micromonosporaceae
322,RS_GCF_000421645.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae
323,RS_GCF_004342905.1,aerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_D,f__Alkalibacillaceae
324,RS_GCF_000025865.1,anaerobe,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanosarcinaceae
325,RS_GCF_900129225.1,anaerobe,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae
326,RS_GCF_001517835.1,anaerobe,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae
327,RS_GCF_004363315.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
328,RS_GCF_014207595.1,aerobe,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae
329,RS_GCF_000304355.2,anaerobe,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanoculleaceae
330,RS_GCF_000154285.1,anaerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae
331,RS_GCF_000757385.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
332,RS_GCF_003843835.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
333,RS_GCF_000024125.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
334,GB_GCA_000715825.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Pseudonocardiaceae
335,RS_GCF_000167355.1,anaerobe,d__Bacteria,p__Desulfobacterota_F,c__Desulfuromonadia,o__Desulfuromonadales,f__Desulfuromonadaceae
336,RS_GCF_000429565.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae
337,RS_GCF_000378125.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae
338,RS_GCF_900103005.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Acidaminobacteraceae
339,RS_GCF_000092865.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Cellulomonadaceae
340,RS_GCF_003056725.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
341,RS_GCF_003097615.1,aerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_G,f__UBA6769
342,RS_GCF_900167335.1,anaerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae
343,RS_GCF_900176005.1,anaerobe,d__Bacteria,p__Firmicutes_B,c__Moorellia,o__Moorellales,f__Moorellaceae
344,RS_GCF_900141895.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae
345,RS_GCF_003143535.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae
346,RS_GCF_000188195.1,anaerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Succinivibrionaceae
347,RS_GCF_003815015.1,anaerobe,d__Bacteria,p__Firmicutes_B,c__Desulfotomaculia,o__Ammonifexales,f__Ammonificaceae
348,RS_GCF_000387765.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Caldisalinibacteraceae
349,GB_GCA_014642875.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae
350,RS_GCF_000420805.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae
351,RS_GCF_000765475.1,anaerobe,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanosarcinaceae
352,RS_GCF_000379485.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
353,RS_GCF_001293125.1,anaerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae
354,RS_GCF_008124525.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
355,RS_GCF_002283365.1,aerobe,d__Bacteria,p__Bacteroidota,c__Rhodothermia,o__Rhodothermales,f__Rubricoccaceae
356,RS_GCF_000025905.1,aerobe,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__DSM-45221
357,RS_GCF_001462395.1,anaerobe,d__Archaea,p__Thermoproteota,c__Thermoproteia,o__Sulfolobales,f__Pyrodictiaceae
358,RS_GCF_000314975.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae
359,RS_GCF_900128885.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Eubacteriales,f__Alkalibacteraceae
360,RS_GCF_014202825.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
361,RS_GCF_900096945.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae
362,RS_GCF_004345265.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae
363,RS_GCF_004363075.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptosporangiales,f__Streptosporangiaceae
364,RS_GCF_000711215.1,anaerobe,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanomicrobiaceae
365,RS_GCF_900101785.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Propionibacteriaceae
366,RS_GCF_000166055.1,anaerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhodomicrobiaceae
367,RS_GCF_000178855.1,aerobe,d__Bacteria,p__Chloroflexota,c__Ktedonobacteria,o__Ktedonobacterales,f__Ktedonobacteraceae
368,RS_GCF_900188325.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae
369,RS_GCF_000233955.1,anaerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae
370,RS_GCF_900108225.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
371,RS_GCF_012222965.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Francisellales,f__Francisellaceae
372,RS_GCF_003660445.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
373,RS_GCF_000374045.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae
374,RS_GCF_000519125.1,anaerobe,d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae
375,RS_GCF_014202495.1,aerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_D,f__Amphibacillaceae
376,RS_GCF_004217445.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae
377,RS_GCF_003208435.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
378,RS_GCF_000156655.1,anaerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae
379,RS_GCF_000008545.1,anaerobe,d__Bacteria,p__Thermotogota,c__Thermotogae,o__Thermotogales,f__Thermotogaceae
380,RS_GCF_001999965.1,anaerobe,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Sedimentisphaerales,f__Sedimentisphaeraceae
381,RS_GCF_000143165.1,anaerobe,d__Bacteria,p__Chloroflexota,c__Dehalococcoidia,o__Dehalococcoidales,f__Dehalococcoidaceae
382,RS_GCF_001593005.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae
383,RS_GCF_004343355.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Tepidimicrobiaceae
384,RS_GCF_001042695.1,anaerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae
